,성별,연령대,가구소득정도,사용목적1순위값,사용목적2순위값,평일일평균레저시간값,주말일평균레저시간값,휴식오락사용비율,취미사용비율,본인계발사용비율,대인관계교제사용비율,기타사용비율,관심레저활동1순위값,계절,위도,경도,또래인구수
25052,0,3,1,5,3,0,2,20.0,50.0,10.0,20.0,0.0,15,2,35.1796,129.0756,537918
25053,0,3,1,5,1,5,5,50.0,20.0,10.0,20.0,0.0,49,2,35.8714,128.6014,418120
25054,0,3,1,8,0,1,8,80.0,10.0,10.0,0.0,0.0,66,2,37.4138,127.5183,2318045
25055,0,2,1,7,7,2,2,50.0,30.0,10.0,10.0,0.0,42,2,35.1796,129.0756,481534
25056,0,2,4,6,9,2,10,30.0,10.0,20.0,40.0,0.0,18,2,37.5665,126.978,1406016
25057,0,4,2,1,5,1,1,20.0,60.0,10.0,10.0,0.0,52,2,36.6357,127.4913,257216
25058,1,2,2,8,5,3,5,60.0,20.0,0.0,20.0,0.0,6,2,37.8228,128.1555,207692
25059,1,2,3,5,0,3,4,20.0,50.0,10.0,20.0,0.0,55,2,35.7175,127.153,243945
25060,1,2,4,6,5,2,6,0.0,50.0,0.0,50.0,0.0,49,2,35.8714,128.6014,354272
25061,0,4,1,1,6,1,5,10.0,30.0,10.0,30.0,20.0,5,2,35.8714,128.6014,364425
25062,1,3,2,5,9,1,2,90.0,10.0,0.0,0.0,0.0,15,2,37.4138,127.5183,2318045
25063,1,3,1,6,9,8,8,90.0,0.0,0.0,10.0,0.0,61,2,34.816,126.4629,309036
25064,0,4,3,8,0,3,4,30.0,20.0,20.0,30.0,0.0,49,2,37.4138,127.5183,1819701
25065,0,2,3,0,6,3,4,30.0,10.0,10.0,20.0,30.0,52,2,35.5384,129.3114,177176
25066,0,3,3,8,5,1,4,50.0,0.0,20.0,30.0,0.0,66,2,37.5665,126.978,1476224
25067,0,0,1,6,5,2,6,60.0,10.0,10.0,20.0,0.0,43,2,35.1796,129.0756,376716
25068,1,1,4,0,8,3,12,30.0,20.0,20.0,30.0,0.0,34,2,35.4606,128.2132,348910
25069,1,2,3,8,5,3,8,80.0,0.0,0.0,20.0,0.0,0,2,35.8714,128.6014,354272
25070,1,0,4,6,3,8,16,70.0,0.0,0.0,30.0,0.0,61,2,37.5665,126.978,1350822
25071,1,4,2,1,0,8,16,20.0,40.0,0.0,40.0,0.0,5,2,37.4138,127.5183,1819701
25072,0,1,2,0,5,3,7,15.0,10.0,5.0,70.0,0.0,63,2,35.4606,128.2132,348910
25073,1,3,4,5,9,3,5,50.0,20.0,20.0,10.0,0.0,61,2,36.4919,128.8889,442662
25074,1,3,4,6,0,1,3,0.0,50.0,0.0,50.0,0.0,49,2,37.5665,126.978,1476224
25075,1,2,2,6,5,0,2,50.0,0.0,0.0,0.0,50.0,26,2,36.6357,127.4913,229545
25076,1,2,4,1,5,1,3,50.0,50.0,0.0,0.0,0.0,55,2,37.4138,127.5183,2243227
25077,0,1,1,1,0,3,10,20.0,20.0,10.0,50.0,0.0,49,2,37.4138,127.5183,1871078
25078,0,4,4,8,5,2,4,60.0,20.0,10.0,10.0,0.0,61,2,37.4138,127.5183,1819701
25079,0,2,0,8,6,3,4,80.0,10.0,5.0,5.0,0.0,61,2,36.3504,127.3845,218887
25080,0,3,1,7,1,2,3,10.0,20.0,30.0,40.0,0.0,31,2,37.4563,126.7052,511852
25081,1,1,3,0,5,1,4,60.0,10.0,10.0,20.0,0.0,3,2,36.3504,127.3845,187192
25082,1,0,0,8,5,12,12,70.0,10.0,10.0,10.0,0.0,43,2,35.1796,129.0756,376716
25083,0,2,4,1,7,1,2,0.0,50.0,50.0,0.0,0.0,59,2,37.4563,126.7052,477344
25084,0,3,4,6,9,2,18,20.0,50.0,0.0,30.0,0.0,31,2,37.5665,126.978,1476224
25085,0,2,3,8,0,2,5,50.0,10.0,10.0,30.0,0.0,30,2,36.4919,128.8889,355520
25086,1,1,1,0,7,2,8,5.0,10.0,40.0,45.0,0.0,3,2,36.4919,128.8889,258107
25087,0,0,1,0,6,5,7,20.0,30.0,20.0,30.0,0.0,79,2,37.5665,126.978,1350822
25088,0,0,0,0,9,4,4,50.0,0.0,0.0,50.0,0.0,75,2,35.1595,126.8526,190483
25089,1,3,1,5,9,1,2,0.0,90.0,0.0,10.0,0.0,55,2,36.6357,127.4913,271144
25090,1,1,3,0,9,1,8,30.0,10.0,0.0,60.0,0.0,34,2,37.5665,126.978,1419153
25091,0,3,3,0,9,5,10,10.0,20.0,10.0,60.0,0.0,79,2,37.4138,127.5183,2318045
25092,1,3,2,0,4,3,6,20.0,10.0,40.0,30.0,0.0,12,2,36.5184,126.8,348173
25093,0,2,4,5,9,3,2,60.0,10.0,10.0,20.0,0.0,61,2,37.5665,126.978,1406016
25094,0,3,4,5,3,3,3,15.0,25.0,30.0,30.0,0.0,63,2,36.4919,128.8889,442662
25095,0,1,1,8,5,2,8,50.0,0.0,50.0,0.0,0.0,43,2,35.8714,128.6014,278986
25096,0,1,3,5,1,5,12,20.0,30.0,0.0,50.0,0.0,52,2,36.6357,127.4913,187136
25097,1,3,2,6,9,1,2,25.0,50.0,0.0,25.0,0.0,49,2,37.4138,127.5183,2318045
25098,0,1,4,6,0,2,4,30.0,30.0,20.0,20.0,0.0,15,2,35.4606,128.2132,348910
25099,1,0,2,7,1,5,8,50.0,40.0,0.0,10.0,0.0,45,2,37.5665,126.978,1350822
25100,1,1,2,0,5,3,8,20.0,10.0,30.0,40.0,0.0,52,2,37.4138,127.5183,1871078
25101,0,0,1,6,5,2,6,50.0,10.0,10.0,30.0,0.0,53,2,35.1595,126.8526,190483
25102,1,0,2,7,5,4,12,95.0,0.0,5.0,0.0,0.0,6,2,37.4138,127.5183,1677623
25103,0,2,2,6,0,3,7,0.0,20.0,50.0,30.0,0.0,29,2,36.5184,126.8,322451
25104,0,2,4,6,5,2,5,40.0,40.0,0.0,20.0,0.0,52,2,35.8714,128.6014,354272
25105,0,2,3,0,4,2,1,50.0,0.0,30.0,20.0,0.0,61,2,37.4138,127.5183,2243227
25106,1,3,1,4,0,3,5,30.0,10.0,0.0,60.0,0.0,3,2,37.4563,126.7052,511852
25107,1,4,2,7,4,5,10,20.0,10.0,20.0,30.0,20.0,15,2,36.48,127.289,37106
25108,1,1,0,6,1,2,1,80.0,10.0,10.0,0.0,0.0,5,2,37.4563,126.7052,410863
25109,1,4,2,5,0,1,10,70.0,0.0,0.0,30.0,0.0,79,2,37.4138,127.5183,1819701
25110,1,3,2,8,5,2,10,70.0,20.0,10.0,0.0,0.0,52,2,37.4138,127.5183,2318045
25111,0,4,3,5,6,2,14,30.0,30.0,35.0,5.0,0.0,66,2,36.3504,127.3845,201181
25112,0,0,0,8,0,2,10,20.0,10.0,10.0,60.0,0.0,49,2,37.4563,126.7052,362935
25113,1,3,4,8,1,1,3,50.0,10.0,10.0,10.0,20.0,48,2,35.1796,129.0756,537918
25114,1,0,1,5,3,8,15,100.0,0.0,0.0,0.0,0.0,33,2,35.1796,129.0756,376716
25115,0,4,2,8,8,4,4,20.0,20.0,40.0,20.0,0.0,55,2,35.7175,127.153,283963
25116,1,2,2,8,0,1,2,10.0,20.0,20.0,50.0,0.0,32,2,35.1796,129.0756,481534
25117,0,4,2,4,9,8,8,30.0,40.0,0.0,30.0,0.0,5,2,37.5665,126.978,1301333
25118,1,4,3,5,1,2,2,0.0,0.0,90.0,10.0,0.0,83,2,36.3504,127.3845,201181
25119,1,2,2,4,9,4,8,20.0,0.0,40.0,40.0,0.0,12,2,37.4138,127.5183,2243227
25120,0,3,4,7,9,0,1,30.0,20.0,10.0,30.0,10.0,48,2,36.6357,127.4913,271144
25121,0,4,1,1,4,1,3,50.0,50.0,0.0,0.0,0.0,15,2,36.6357,127.4913,257216
25122,0,3,1,1,0,2,3,40.0,30.0,0.0,30.0,0.0,55,2,37.8228,128.1555,260923
25123,0,4,1,1,9,1,4,30.0,30.0,20.0,20.0,0.0,49,2,36.48,127.289,37106
25124,1,3,2,7,7,1,4,5.0,50.0,40.0,5.0,0.0,55,2,37.4138,127.5183,2318045
25125,0,1,2,3,5,8,8,90.0,3.0,3.0,4.0,0.0,52,2,36.5184,126.8,250194
25126,1,2,3,0,7,0,4,50.0,20.0,0.0,30.0,0.0,71,2,37.5665,126.978,1406016
25127,1,1,1,5,6,3,0,70.0,0.0,0.0,30.0,0.0,6,2,37.8228,128.1555,157997
25128,1,3,1,8,6,2,4,50.0,20.0,15.0,15.0,0.0,84,2,37.5665,126.978,1476224
25129,0,0,3,0,6,4,8,50.0,0.0,0.0,50.0,0.0,6,2,36.6357,127.4913,181330
25130,1,3,4,1,9,2,4,20.0,20.0,20.0,40.0,0.0,43,2,35.5384,129.3114,203819
25131,1,0,1,7,0,2,8,10.0,0.0,50.0,40.0,0.0,59,2,37.4138,127.5183,1677623
25132,1,2,2,0,6,3,6,40.0,20.0,10.0,30.0,0.0,70,2,35.8714,128.6014,354272
25133,1,2,2,7,0,1,4,40.0,20.0,20.0,20.0,0.0,29,2,37.4563,126.7052,477344
25134,0,3,3,5,8,3,3,10.0,10.0,50.0,30.0,0.0,5,2,36.5184,126.8,348173
25135,1,2,2,7,9,1,5,15.0,25.0,30.0,30.0,0.0,80,2,35.1595,126.8526,226190
25136,0,3,1,8,5,3,2,20.0,70.0,0.0,10.0,0.0,31,2,37.4138,127.5183,2318045
25137,0,0,1,5,9,14,14,60.0,20.0,20.0,0.0,0.0,27,2,37.4138,127.5183,1677623
25138,0,4,4,8,3,1,3,50.0,10.0,10.0,30.0,0.0,48,2,36.5184,126.8,323902
25139,0,2,1,8,0,3,5,40.0,25.0,15.0,20.0,0.0,49,2,36.3504,127.3845,218887
25140,1,3,2,8,1,1,3,20.0,10.0,20.0,50.0,0.0,79,2,35.8714,128.6014,418120
25141,0,4,1,1,9,3,9,50.0,30.0,0.0,20.0,0.0,84,2,37.4138,127.5183,1819701
25142,0,2,3,4,9,3,3,30.0,30.0,30.0,10.0,0.0,51,2,37.8228,128.1555,207692
25143,0,0,2,0,9,10,14,60.0,0.0,20.0,20.0,0.0,59,2,35.1796,129.0756,376716
25144,0,3,2,0,5,2,5,30.0,0.0,50.0,20.0,0.0,53,2,37.4138,127.5183,2318045
25145,1,1,2,0,7,2,2,100.0,0.0,0.0,0.0,0.0,67,2,37.5665,126.978,1419153
25146,1,0,3,5,6,2,5,70.0,0.0,30.0,0.0,0.0,16,2,37.5665,126.978,1350822
25147,0,3,3,8,3,4,5,100.0,0.0,0.0,0.0,0.0,40,2,35.7175,127.153,299487
25148,0,3,1,5,1,1,3,20.0,30.0,20.0,30.0,0.0,5,2,34.816,126.4629,309036
25149,1,2,1,5,0,1,2,40.0,20.0,20.0,20.0,0.0,21,2,37.4138,127.5183,2243227
25150,1,1,3,4,8,2,6,0.0,0.0,0.0,100.0,0.0,24,2,35.1595,126.8526,173371
25151,0,0,4,8,5,2,4,30.0,20.0,20.0,30.0,0.0,63,2,36.6357,127.4913,181330
25152,0,3,3,0,9,2,2,30.0,30.0,30.0,10.0,0.0,68,2,35.1595,126.8526,239453
25153,0,0,1,6,3,3,5,60.0,10.0,0.0,30.0,0.0,61,2,35.1595,126.8526,190483
25154,0,2,4,0,5,1,2,20.0,20.0,30.0,30.0,0.0,5,2,37.4138,127.5183,2243227
25155,1,4,3,0,5,5,10,50.0,20.0,0.0,30.0,0.0,63,2,35.1595,126.8526,184047
25156,0,1,2,8,4,5,5,0.0,50.0,0.0,50.0,0.0,77,2,33.4996,126.5312,77824
25157,1,4,2,4,9,4,3,20.0,30.0,20.0,30.0,0.0,2,2,35.4606,128.2132,527532
25158,1,2,2,4,5,2,10,50.0,0.0,0.0,50.0,0.0,27,2,37.4563,126.7052,477344
25159,0,0,2,6,5,6,8,50.0,30.0,0.0,20.0,0.0,61,2,37.4138,127.5183,1677623
25160,1,3,4,1,0,2,8,30.0,70.0,0.0,0.0,0.0,32,2,37.5665,126.978,1476224
25161,0,4,2,0,5,4,8,20.0,20.0,30.0,30.0,0.0,43,2,35.1796,129.0756,557851
25162,1,2,2,4,0,2,2,10.0,0.0,0.0,90.0,0.0,21,2,34.816,126.4629,239871
25163,0,4,3,6,0,3,5,20.0,30.0,20.0,20.0,10.0,52,2,34.816,126.4629,304757
25164,1,1,4,6,0,2,8,40.0,50.0,0.0,10.0,0.0,5,2,35.4606,128.2132,348910
25165,1,1,3,6,1,2,4,50.0,5.0,20.0,25.0,0.0,57,2,37.4563,126.7052,410863
25166,0,4,1,1,9,1,1,60.0,10.0,0.0,30.0,0.0,65,2,35.1796,129.0756,557851
25167,1,3,4,8,4,3,5,30.0,40.0,0.0,30.0,0.0,12,2,36.6357,127.4913,271144
25168,1,0,1,8,7,2,2,100.0,0.0,0.0,0.0,0.0,49,2,37.4138,127.5183,1677623
25169,0,0,2,6,9,4,8,100.0,0.0,0.0,0.0,0.0,6,2,37.8228,128.1555,163201
25170,0,3,3,0,7,1,5,10.0,20.0,30.0,40.0,0.0,63,2,36.6357,127.4913,271144
25171,1,1,0,5,7,1,2,80.0,0.0,0.0,20.0,0.0,49,2,37.5665,126.978,1419153
25172,1,4,4,7,9,3,2,20.0,0.0,65.0,15.0,0.0,53,2,36.6357,127.4913,257216
25173,0,3,3,6,4,2,5,20.0,50.0,10.0,20.0,0.0,30,2,36.5184,126.8,348173
25174,1,2,3,5,6,1,8,20.0,20.0,40.0,20.0,0.0,49,2,37.4138,127.5183,2243227
25175,1,4,1,8,4,4,4,80.0,10.0,2.0,8.0,0.0,3,2,36.4919,128.8889,448137
25176,1,3,4,7,4,3,5,20.0,10.0,40.0,30.0,0.0,24,2,37.4138,127.5183,2318045
25177,0,2,4,8,5,3,8,50.0,0.0,30.0,20.0,0.0,55,2,35.1796,129.0756,481534
25178,0,0,4,5,0,5,10,50.0,0.0,0.0,50.0,0.0,65,2,37.5665,126.978,1350822
25179,1,1,4,3,7,4,10,30.0,30.0,30.0,10.0,0.0,49,2,35.1796,129.0756,389098
25180,1,2,3,0,4,2,5,10.0,20.0,0.0,70.0,0.0,15,2,37.5665,126.978,1406016
25181,0,3,2,7,1,2,2,10.0,30.0,50.0,10.0,0.0,83,2,37.4563,126.7052,511852
25182,0,1,3,8,5,2,3,50.0,30.0,20.0,0.0,0.0,52,2,37.4138,127.5183,1871078
25183,1,3,4,0,5,2,6,50.0,50.0,0.0,0.0,0.0,63,2,37.4138,127.5183,2318045
25184,1,0,1,3,9,3,12,90.0,0.0,10.0,0.0,0.0,15,2,37.4138,127.5183,1677623
25185,1,1,2,6,4,3,8,50.0,0.0,0.0,50.0,0.0,15,2,37.4138,127.5183,1871078
25186,0,2,2,0,4,3,2,30.0,10.0,10.0,50.0,0.0,75,2,35.4606,128.2132,502738
25187,0,0,4,0,9,3,4,80.0,0.0,6.0,14.0,0.0,0,2,36.4919,128.8889,247746
25188,0,3,1,4,7,2,6,20.0,0.0,0.0,80.0,0.0,53,2,36.48,127.289,54256
25189,0,3,1,5,6,4,6,90.0,0.0,0.0,10.0,0.0,6,2,36.5184,126.8,348173
25190,0,0,0,8,5,7,8,90.0,0.0,10.0,0.0,0.0,69,2,37.4563,126.7052,362935
25191,0,3,2,4,0,1,2,70.0,0.0,0.0,30.0,0.0,61,2,36.6357,127.4913,271144
25192,1,3,2,6,5,1,2,100.0,0.0,0.0,0.0,0.0,43,2,37.4138,127.5183,2318045
25193,1,2,2,4,0,1,3,40.0,10.0,10.0,40.0,0.0,61,2,35.1796,129.0756,481534
25194,1,4,1,8,5,10,10,80.0,0.0,0.0,20.0,0.0,33,2,37.5665,126.978,1301333
25195,1,3,4,6,0,3,8,50.0,10.0,10.0,30.0,0.0,61,2,35.5384,129.3114,203819
25196,1,3,4,5,9,2,6,100.0,0.0,0.0,0.0,0.0,61,2,37.5665,126.978,1476224
25197,0,4,3,8,1,3,3,30.0,20.0,20.0,30.0,0.0,3,2,37.4138,127.5183,1819701
25198,1,1,3,6,3,2,6,80.0,0.0,0.0,20.0,0.0,69,2,37.4138,127.5183,1871078
25199,1,1,2,7,4,0,1,25.0,25.0,25.0,25.0,0.0,75,2,37.4138,127.5183,1871078
25200,1,1,2,8,7,4,3,80.0,0.0,20.0,0.0,0.0,24,2,36.5184,126.8,250194
25201,1,3,3,0,5,1,4,60.0,0.0,0.0,40.0,0.0,3,2,37.4138,127.5183,2318045
25202,0,3,3,6,1,1,2,60.0,0.0,0.0,40.0,0.0,63,2,36.5184,126.8,348173
25203,0,0,0,5,4,2,4,50.0,5.0,5.0,40.0,0.0,79,2,35.4606,128.2132,322143
25204,0,0,2,8,6,5,4,100.0,0.0,0.0,0.0,0.0,6,2,36.3504,127.3845,198812
25205,0,3,3,8,0,3,5,20.0,10.0,0.0,70.0,0.0,61,2,37.5665,126.978,1476224
25206,0,4,1,1,0,4,5,30.0,10.0,30.0,30.0,0.0,48,2,37.4563,126.7052,438663
25207,1,0,2,3,9,3,5,50.0,0.0,20.0,30.0,0.0,45,2,36.4919,128.8889,247746
25208,1,4,2,8,0,1,4,30.0,20.0,0.0,50.0,0.0,59,2,37.4563,126.7052,438663
25209,1,2,2,3,9,1,2,100.0,0.0,0.0,0.0,0.0,33,2,37.5665,126.978,1406016
25210,1,2,2,5,9,0,16,30.0,50.0,0.0,20.0,0.0,49,2,37.4138,127.5183,2243227
25211,1,2,3,8,0,3,8,100.0,0.0,0.0,0.0,0.0,15,2,36.6357,127.4913,229545
25212,1,1,1,0,6,2,6,60.0,20.0,10.0,10.0,0.0,49,2,36.3504,127.3845,187192
25213,0,4,2,7,7,3,2,30.0,30.0,10.0,30.0,0.0,53,2,37.4138,127.5183,1819701
25214,0,2,1,6,9,2,10,10.0,90.0,0.0,0.0,0.0,33,2,36.6357,127.4913,229545
25215,1,1,2,7,1,7,12,10.0,10.0,60.0,20.0,0.0,59,2,37.4563,126.7052,410863
25216,1,3,2,4,0,3,5,20.0,50.0,0.0,30.0,0.0,78,2,36.4919,128.8889,442662
25217,1,4,2,8,0,4,5,50.0,10.0,10.0,30.0,0.0,43,2,37.5665,126.978,1301333
25218,0,4,3,8,5,1,10,0.0,20.0,80.0,0.0,0.0,80,2,37.4138,127.5183,1819701
25219,0,0,1,8,7,3,3,100.0,0.0,0.0,0.0,0.0,33,2,37.4563,126.7052,362935
25220,1,1,3,5,0,2,8,25.0,0.0,0.0,25.0,50.0,15,2,37.4138,127.5183,1871078
25221,1,4,3,1,0,3,6,60.0,20.0,0.0,20.0,0.0,16,2,36.3504,127.3845,201181
25222,1,0,3,8,5,5,12,70.0,0.0,0.0,30.0,0.0,6,2,37.5665,126.978,1350822
25223,1,2,2,5,6,4,8,50.0,0.0,50.0,0.0,0.0,33,2,36.6357,127.4913,229545
25224,1,3,3,5,0,3,10,40.0,30.0,30.0,0.0,0.0,5,2,33.4996,126.5312,117422
25225,1,3,3,1,8,1,4,20.0,0.0,50.0,30.0,0.0,40,2,34.816,126.4629,309036
25226,0,4,3,0,1,3,10,0.0,80.0,20.0,0.0,0.0,84,2,37.5665,126.978,1301333
25227,1,0,0,4,6,2,3,30.0,30.0,10.0,30.0,0.0,14,2,37.5665,126.978,1350822
25228,1,3,2,4,6,2,5,50.0,50.0,0.0,0.0,0.0,11,2,37.4138,127.5183,2318045
25229,1,2,4,0,9,3,12,70.0,0.0,0.0,30.0,0.0,6,2,37.5665,126.978,1406016
25230,1,2,2,8,6,2,5,20.0,50.0,0.0,30.0,0.0,84,2,35.5384,129.3114,177176
25231,0,1,2,5,9,0,2,100.0,0.0,0.0,0.0,0.0,27,2,35.7175,127.153,172410
25232,1,1,3,3,9,2,2,50.0,0.0,0.0,50.0,0.0,49,2,34.816,126.4629,169028
25233,1,1,1,6,7,3,0,0.0,70.0,30.0,0.0,0.0,49,2,35.4606,128.2132,348910
25234,0,0,1,4,0,1,2,30.0,0.0,30.0,40.0,0.0,29,2,35.8714,128.6014,281916
25235,0,2,3,6,0,2,2,10.0,10.0,10.0,70.0,0.0,4,2,36.6357,127.4913,229545
25236,0,1,2,4,1,3,6,20.0,20.0,30.0,30.0,0.0,84,2,37.5665,126.978,1419153
25237,1,3,4,0,6,4,8,50.0,0.0,0.0,50.0,0.0,61,2,34.816,126.4629,309036
25238,0,1,2,1,7,3,8,20.0,10.0,10.0,30.0,30.0,0,2,35.7175,127.153,172410
25239,0,4,3,5,8,2,3,30.0,30.0,20.0,10.0,10.0,68,2,37.4563,126.7052,438663
25240,1,3,4,0,1,4,6,0.0,70.0,0.0,30.0,0.0,5,2,35.1796,129.0756,537918
25241,1,2,2,8,0,2,8,60.0,5.0,5.0,30.0,0.0,61,2,37.8228,128.1555,207692
25242,1,4,1,1,6,3,5,60.0,0.0,10.0,30.0,0.0,49,2,36.4919,128.8889,448137
25243,1,3,3,1,3,1,3,40.0,20.0,10.0,30.0,0.0,75,2,37.4138,127.5183,2318045
25244,0,2,2,1,4,6,6,0.0,10.0,20.0,20.0,50.0,5,2,35.8714,128.6014,354272
25245,1,3,3,6,9,1,6,30.0,20.0,50.0,0.0,0.0,29,2,37.8228,128.1555,260923
25246,1,3,4,1,9,3,4,80.0,20.0,0.0,0.0,0.0,84,2,37.4138,127.5183,2318045
25247,0,3,3,8,5,1,5,20.0,5.0,10.0,65.0,0.0,49,2,37.8228,128.1555,260923
25248,1,3,4,0,1,1,2,10.0,40.0,10.0,40.0,0.0,16,2,35.4606,128.2132,580017
25249,0,4,1,1,8,4,12,20.0,30.0,30.0,20.0,0.0,49,2,37.4138,127.5183,1819701
25250,1,3,4,8,0,1,6,30.0,10.0,10.0,50.0,0.0,49,2,37.4138,127.5183,2318045
25251,0,3,2,5,6,2,1,70.0,10.0,10.0,10.0,0.0,5,2,37.5665,126.978,1476224
25252,1,0,4,1,6,3,0,50.0,50.0,0.0,0.0,0.0,84,2,37.4138,127.5183,1677623
25253,1,3,3,8,6,4,8,40.0,30.0,10.0,20.0,0.0,49,2,35.5384,129.3114,203819
25254,1,4,4,3,0,2,8,20.0,20.0,0.0,60.0,0.0,75,2,35.4606,128.2132,527532
25255,0,2,2,0,9,1,3,50.0,0.0,0.0,50.0,0.0,30,2,36.5184,126.8,322451
25256,1,4,4,0,1,4,8,100.0,0.0,0.0,0.0,0.0,52,2,37.4138,127.5183,1819701
25257,1,0,1,8,5,2,12,90.0,0.0,0.0,10.0,0.0,83,2,37.5665,126.978,1350822
25258,1,4,2,1,9,2,2,70.0,0.0,0.0,30.0,0.0,49,2,37.4138,127.5183,1819701
25259,0,0,1,5,6,2,6,30.0,0.0,10.0,60.0,0.0,69,2,37.5665,126.978,1350822
25260,1,4,2,8,0,5,8,30.0,20.0,0.0,50.0,0.0,70,2,35.7175,127.153,283963
25261,0,3,4,1,0,1,3,50.0,20.0,20.0,10.0,0.0,49,2,37.5665,126.978,1476224
25262,0,1,3,8,1,4,6,50.0,50.0,0.0,0.0,0.0,5,2,35.8714,128.6014,278986
25263,1,3,4,5,0,1,4,80.0,10.0,0.0,10.0,0.0,52,2,37.5665,126.978,1476224
25264,1,4,4,0,9,2,2,0.0,70.0,30.0,0.0,0.0,31,2,37.4138,127.5183,1819701
25265,1,2,3,0,9,1,5,20.0,60.0,0.0,20.0,0.0,10,2,36.6357,127.4913,229545
25266,1,0,2,8,0,5,12,50.0,0.0,0.0,50.0,0.0,79,2,37.4138,127.5183,1677623
25267,0,4,2,1,9,8,8,40.0,20.0,10.0,10.0,20.0,65,2,37.5665,126.978,1301333
25268,0,2,4,0,3,3,8,70.0,0.0,0.0,30.0,0.0,61,2,35.1796,129.0756,481534
25269,0,0,4,6,5,2,5,50.0,0.0,25.0,25.0,0.0,34,2,37.4138,127.5183,1677623
25270,0,2,4,0,6,2,3,10.0,30.0,10.0,50.0,0.0,30,2,37.5665,126.978,1406016
25271,0,0,4,7,0,4,5,30.0,0.0,40.0,30.0,0.0,49,2,35.1796,129.0756,376716
25272,0,2,0,1,0,4,8,20.0,30.0,20.0,20.0,10.0,43,2,35.4606,128.2132,502738
25273,0,1,2,8,5,1,5,40.0,35.0,20.0,5.0,0.0,63,2,37.4138,127.5183,1871078
25274,1,1,4,6,0,1,3,100.0,0.0,0.0,0.0,0.0,83,2,37.4138,127.5183,1871078
25275,0,1,3,5,9,6,6,80.0,20.0,0.0,0.0,0.0,61,2,37.4563,126.7052,410863
25276,1,2,2,7,5,6,6,50.0,50.0,0.0,0.0,0.0,17,2,35.7175,127.153,243945
25277,0,3,1,6,5,4,10,30.0,10.0,0.0,30.0,30.0,61,2,36.6357,127.4913,271144
25278,1,0,0,5,7,2,5,30.0,20.0,10.0,40.0,0.0,49,2,37.4138,127.5183,1677623
25279,0,3,1,6,5,2,14,20.0,20.0,10.0,50.0,0.0,10,2,37.5665,126.978,1476224
25280,1,0,3,8,6,4,10,50.0,20.0,30.0,0.0,0.0,83,2,37.5665,126.978,1350822
25281,1,0,0,8,5,3,8,70.0,0.0,0.0,30.0,0.0,16,2,36.48,127.289,37758
25282,1,0,3,7,6,1,2,20.0,30.0,30.0,20.0,0.0,59,2,37.5665,126.978,1350822
25283,1,0,1,6,5,3,3,20.0,40.0,0.0,40.0,0.0,17,2,37.4138,127.5183,1677623
25284,1,0,1,0,9,2,6,10.0,40.0,10.0,40.0,0.0,35,2,37.4138,127.5183,1677623
25285,1,0,1,5,3,8,16,100.0,0.0,0.0,0.0,0.0,6,2,35.1595,126.8526,190483
25286,1,0,2,3,5,10,12,80.0,20.0,0.0,0.0,0.0,61,2,37.4138,127.5183,1677623
25287,1,0,0,6,3,10,16,80.0,0.0,20.0,0.0,0.0,81,2,37.8228,128.1555,163201
25288,1,0,2,4,3,1,3,30.0,0.0,0.0,70.0,0.0,27,2,37.4138,127.5183,1677623
25289,1,0,1,6,7,5,6,25.0,25.0,25.0,25.0,0.0,66,2,37.5665,126.978,1350822
25290,1,0,0,6,5,2,5,60.0,10.0,20.0,10.0,0.0,6,2,36.5184,126.8,225170
25291,1,0,3,4,0,3,5,50.0,20.0,10.0,20.0,0.0,69,2,37.4138,127.5183,1677623
25292,1,0,1,3,6,5,5,30.0,30.0,20.0,10.0,10.0,83,2,37.4138,127.5183,1677623
25293,1,0,4,5,1,5,10,30.0,40.0,10.0,20.0,0.0,16,2,36.6357,127.4913,181330
25294,1,0,2,8,0,2,2,10.0,50.0,30.0,10.0,0.0,32,2,35.1595,126.8526,190483
25295,1,0,3,6,0,1,1,90.0,5.0,5.0,0.0,0.0,18,2,37.4138,127.5183,1677623
25296,1,0,0,6,9,6,6,40.0,20.0,10.0,30.0,0.0,45,2,35.7175,127.153,190387
25297,1,0,1,6,8,2,10,50.0,0.0,35.0,15.0,0.0,49,2,37.4138,127.5183,1677623
25298,1,0,0,6,8,2,12,20.0,45.0,30.0,5.0,0.0,5,2,37.5665,126.978,1350822
25299,1,0,2,5,1,1,2,70.0,15.0,0.0,15.0,0.0,27,2,36.3504,127.3845,198812
25300,1,0,1,6,9,4,12,80.0,10.0,0.0,10.0,0.0,6,2,37.4138,127.5183,1677623
25301,1,0,3,4,6,5,2,55.0,22.0,20.0,3.0,0.0,37,2,37.5665,126.978,1350822
25302,0,1,3,6,3,2,4,40.0,0.0,50.0,10.0,0.0,34,2,37.5665,126.978,1419153
25303,0,4,3,5,0,0,8,50.0,0.0,0.0,50.0,0.0,55,2,37.5665,126.978,1301333
25304,0,4,4,7,5,2,2,30.0,20.0,20.0,30.0,0.0,3,2,37.5665,126.978,1301333
25305,1,0,4,8,5,3,9,100.0,0.0,0.0,0.0,0.0,6,2,37.5665,126.978,1350822
25306,1,3,0,8,1,6,10,50.0,10.0,20.0,20.0,0.0,84,2,37.4138,127.5183,2318045
25307,0,0,4,8,5,3,10,60.0,10.0,20.0,10.0,0.0,61,2,37.5665,126.978,1350822
